mkt_unique_carrier,origin,dest,crs_dep_time,crs_arr_time,arr_delay,crs_elapsed_time,flights,distance,orig_weather_categ,dest_weather_categ,year,month,day,dep_time_of_day,arr_time_of_day,orig_region,dest_region
AA,PHF,CLT,530,654,-11.0,84.0,1.0,282.0,sunny,cloudy,2018,3,29,0,0,Mid-Atlantic,South-Atlantic
B6,BOS,CLT,2030,2257,54.0,147.0,1.0,728.0,rain,cloudy,2019,11,27,3,1,New England,South-Atlantic
AA,ORD,FNT,2150,2359,-1.0,69.0,1.0,223.0,cloudy,snow,2018,3,7,1,1,East-North Central,East-North Central
AS,JFK,SEA,1055,1356,5.0,361.0,1.0,2422.0,cloudy,cloudy,2018,9,23,0,2,Mid-Atlantic,Pacific
DL,MSN,DTW,1444,1700,-11.0,76.0,1.0,311.0,sunny,snow,2018,1,8,2,3,East-North Central,East-North Central
UA,DEN,OMA,2041,2307,7.0,86.0,1.0,472.0,cloudy,rain,2019,11,30,3,1,South-West,West-North Central
DL,SEA,SMF,752,1000,31.0,128.0,1.0,605.0,rain,rain,2019,2,14,0,0,Pacific,Pacific
AA,MIA,CLE,1025,1328,5.0,183.0,1.0,1080.0,rain,rain,2018,12,16,0,2,South-Atlantic,East-North Central
WN,LAX,DEN,2155,105,86.0,130.0,1.0,862.0,rain,sunny,2019,11,27,1,1,Pacific,South-West
AA,ICT,ORD,1230,1431,-8.0,121.0,1.0,588.0,sunny,sunny,2019,8,7,2,2,West-North Central,East-North Central
UA,IAH,ORD,935,1216,-2.0,161.0,1.0,925.0,sunny,cloudy,2019,12,14,0,2,West-South Central,East-North Central
AA,STL,ORD,1215,1334,88.0,79.0,1.0,258.0,sunny,sunny,2019,2,8,2,2,West-North Central,East-North Central
AS,DAL,SEA,1600,1850,-30.0,290.0,1.0,1670.0,sunny,rain,2019,11,15,2,3,West-South Central,Pacific
HA,HNL,KOA,1422,1513,1.0,51.0,1.0,163.0,rain,rain,2019,8,6,2,2,Pacific,Pacific
UA,EWR,FLL,1845,2148,-25.0,183.0,1.0,1065.0,cloudy,sunny,2018,4,12,3,1,Mid-Atlantic,South-Atlantic
AA,SDF,PHL,1458,1657,5.0,119.0,1.0,576.0,sunny,sunny,2019,8,9,2,2,East-South Central,Mid-Atlantic
AA,DEN,DFW,1630,1933,86.0,123.0,1.0,641.0,sunny,cloudy,2018,2,4,2,3,South-West,West-South Central
DL,SAV,ATL,630,735,13.0,65.0,1.0,214.0,rain,rain,2018,10,26,0,0,South-Atlantic,South-Atlantic
DL,GRR,MSP,710,738,-10.0,88.0,1.0,408.0,sunny,cloudy,2019,4,13,0,0,East-North Central,West-North Central
UA,DEN,RKS,1855,2000,12.0,65.0,1.0,260.0,sunny,cloudy,2018,3,21,3,3,South-West,North-West
AA,DFW,LAX,1155,1307,-9.0,192.0,1.0,1235.0,rain,sunny,2018,10,17,0,2,West-South Central,Pacific
DL,SLC,RDU,955,1600,-28.0,245.0,1.0,1823.0,sunny,sunny,2018,10,13,0,2,South-West,South-Atlantic
UA,ASE,DEN,1255,1348,-2.0,53.0,1.0,125.0,rain,sunny,2018,6,3,2,2,South-West,South-West
UA,EWR,MSP,1659,1912,-2.0,193.0,1.0,1008.0,cloudy,sunny,2019,8,2,2,3,Mid-Atlantic,West-North Central
AA,SJC,DFW,1151,1725,-5.0,214.0,1.0,1438.0,sunny,sunny,2018,7,25,0,3,Pacific,West-South Central
DL,OKC,ATL,1140,1437,-7.0,117.0,1.0,761.0,cloudy,rain,2018,2,10,0,2,West-South Central,South-Atlantic
DL,DTW,MEM,1415,1513,-6.0,118.0,1.0,610.0,sunny,sunny,2019,9,24,2,2,East-North Central,East-South Central
WN,OAK,BUR,915,1025,-5.0,70.0,1.0,325.0,sunny,sunny,2018,6,2,0,0,Pacific,Pacific
UA,SRQ,ORD,1245,1451,4.0,186.0,1.0,1050.0,rain,rain,2019,8,13,2,2,South-Atlantic,East-North Central
UA,IAH,RIC,1940,2339,-7.0,179.0,1.0,1157.0,sunny,rain,2018,3,20,3,1,West-South Central,Mid-Atlantic
DL,ATL,SFO,1755,2012,-7.0,317.0,1.0,2139.0,sunny,sunny,2019,6,1,3,3,South-Atlantic,Pacific
UA,DEN,BHM,1745,2121,14.0,156.0,1.0,1083.0,sunny,rain,2018,7,30,3,1,South-West,East-South Central
UA,GCC,DEN,1759,1921,95.0,82.0,1.0,313.0,cloudy,sunny,2018,3,5,3,3,North-West,South-West
DL,MSP,FSD,2212,2314,-6.0,62.0,1.0,196.0,sunny,cloudy,2018,9,13,1,1,West-North Central,West-North Central
WN,MDW,LGA,2015,2325,36.0,130.0,1.0,725.0,rain,cloudy,2019,10,2,3,1,East-North Central,Mid-Atlantic
DL,SEA,DEN,759,1155,-7.0,176.0,1.0,1024.0,cloudy,sunny,2019,5,30,0,0,Pacific,South-West
AS,BLI,SEA,1925,2015,22.0,50.0,1.0,93.0,rain,cloudy,2018,9,23,3,3,Pacific,Pacific
AS,ANC,ADQ,1445,1540,0.0,55.0,1.0,253.0,snow & rain,sunny,2019,10,11,2,2,Pacific,Pacific
UA,IAD,LAX,1730,2011,-14.0,341.0,1.0,2288.0,sunny,sunny,2019,6,30,3,3,Mid-Atlantic,Pacific
DL,SDF,ATL,1103,1229,-21.0,86.0,1.0,321.0,sunny,sunny,2019,10,18,0,2,East-South Central,South-Atlantic
WN,LAS,SMF,715,845,-18.0,90.0,1.0,397.0,sunny,sunny,2019,5,25,0,0,South-West,Pacific
WN,OAK,DEN,730,1055,-12.0,145.0,1.0,957.0,sunny,snow & rain,2018,3,19,0,0,Pacific,South-West
DL,JFK,BUF,2130,2321,-38.0,111.0,1.0,301.0,sunny,cloudy,2019,9,29,1,1,Mid-Atlantic,Mid-Atlantic
AA,MYR,CLT,1939,2051,-21.0,72.0,1.0,157.0,sunny,sunny,2019,5,7,3,3,South-Atlantic,South-Atlantic
G4,CVG,SFB,1000,1202,-17.0,122.0,1.0,735.0,sunny,rain,2019,4,2,0,2,East-North Central,South-Atlantic
DL,MSP,MDW,1735,1917,-21.0,102.0,1.0,349.0,sunny,rain,2019,9,25,3,3,West-North Central,East-North Central
AS,PDX,LAS,1445,1650,-25.0,125.0,1.0,763.0,sunny,sunny,2019,2,6,2,2,Pacific,South-West
DL,MSP,LGA,900,1251,-6.0,171.0,1.0,1020.0,rain,rain,2019,4,22,0,2,West-North Central,Mid-Atlantic
DL,JAC,SLC,1527,1630,-16.0,63.0,1.0,205.0,cloudy,cloudy,2018,12,8,2,2,North-West,South-West
F9,DEN,RDU,1044,1609,-19.0,205.0,1.0,1436.0,sunny,sunny,2019,2,3,0,2,South-West,South-Atlantic
AA,ORD,BTV,1210,1523,65.0,133.0,1.0,763.0,rain,rain,2018,6,27,2,2,East-North Central,New England
UA,LAX,PSP,2134,2227,0.0,53.0,1.0,110.0,cloudy,sunny,2019,7,7,1,1,Pacific,Pacific
WN,MDW,HOU,1125,1410,-13.0,165.0,1.0,937.0,cloudy,sunny,2019,12,6,0,2,East-North Central,West-South Central
UA,ECP,IAH,1455,1659,-4.0,124.0,1.0,572.0,rain,rain,2019,2,27,2,2,South-Atlantic,West-South Central
UA,ORD,CAK,1530,1757,26.0,87.0,1.0,343.0,rain,rain,2018,10,7,2,3,East-North Central,East-North Central
UA,DEN,AUS,1050,1357,-5.0,127.0,1.0,775.0,snow,rain,2019,11,11,0,2,South-West,West-South Central
DL,ROC,LGA,1400,1516,-16.0,76.0,1.0,254.0,rain,cloudy,2019,3,30,2,2,Mid-Atlantic,Mid-Atlantic
WN,BNA,DAL,1625,1820,47.0,115.0,1.0,623.0,rain,sunny,2018,2,7,2,3,East-South Central,West-South Central
DL,CHS,ATL,815,928,-9.0,73.0,1.0,259.0,sunny,sunny,2019,9,30,0,0,South-Atlantic,South-Atlantic
UA,LGA,CLE,1845,2036,63.0,111.0,1.0,419.0,cloudy,cloudy,2018,11,29,3,3,Mid-Atlantic,East-North Central
DL,CLE,DTW,1341,1441,-20.0,60.0,1.0,95.0,snow,snow,2018,3,8,2,2,East-North Central,East-North Central
WN,ABQ,MCI,955,1250,-21.0,115.0,1.0,718.0,sunny,cloudy,2018,2,6,0,2,South-West,West-North Central
UA,IAH,LGA,1427,1909,241.0,222.0,1.0,1416.0,sunny,rain,2019,6,18,2,3,West-South Central,Mid-Atlantic
AA,SMF,PHX,600,751,-11.0,111.0,1.0,647.0,sunny,sunny,2018,6,6,0,0,Pacific,South-West
G4,PIT,SFB,1700,1912,-4.0,132.0,1.0,809.0,rain,rain,2019,11,24,3,3,Mid-Atlantic,South-Atlantic
AS,SAN,SLC,940,1240,12.0,120.0,1.0,626.0,sunny,sunny,2019,1,22,0,2,Pacific,South-West
AA,MDT,PHL,1445,1537,-10.0,52.0,1.0,84.0,sunny,sunny,2018,8,23,2,2,Mid-Atlantic,Mid-Atlantic
DL,SEA,JFK,1135,2000,23.0,325.0,1.0,2422.0,cloudy,cloudy,2018,3,29,0,3,Pacific,Mid-Atlantic
WN,TPA,PHX,1920,2055,-6.0,275.0,1.0,1788.0,sunny,sunny,2018,4,17,3,3,South-Atlantic,South-West
UA,ORD,IAH,1015,1254,0.0,159.0,1.0,925.0,sunny,rain,2018,9,22,0,2,East-North Central,West-South Central
WN,MDW,LAS,1055,1255,11.0,240.0,1.0,1521.0,cloudy,sunny,2018,11,7,0,2,East-North Central,South-West
AA,OMA,PHL,600,952,-17.0,172.0,1.0,1088.0,sunny,cloudy,2018,9,22,0,0,West-North Central,Mid-Atlantic
UA,LAX,SAN,1215,1310,-15.0,55.0,1.0,109.0,sunny,cloudy,2018,8,17,2,2,Pacific,Pacific
AA,PIT,CLT,830,1005,-11.0,95.0,1.0,366.0,sunny,rain,2018,10,17,0,0,Mid-Atlantic,South-Atlantic
AA,LAX,AUS,1605,2058,-10.0,173.0,1.0,1242.0,sunny,sunny,2019,10,27,2,3,Pacific,West-South Central
AA,DEN,DFW,1826,2130,5.0,124.0,1.0,641.0,sunny,sunny,2018,8,23,3,1,South-West,West-South Central
AA,DCA,LAS,822,1030,-13.0,308.0,1.0,2089.0,rain,sunny,2019,8,22,0,0,Mid-Atlantic,South-West
DL,MSP,GFK,2225,2346,-4.0,81.0,1.0,284.0,cloudy,cloudy,2018,2,25,1,1,West-North Central,West-North Central
WN,MCI,DEN,2200,2245,-16.0,105.0,1.0,533.0,sunny,sunny,2019,9,17,1,1,West-North Central,South-West
WN,DEN,SAN,820,945,4.0,145.0,1.0,853.0,cloudy,cloudy,2019,11,30,0,0,South-West,Pacific
DL,DTW,HSV,2047,2142,123.0,115.0,1.0,554.0,rain,rain,2019,4,14,3,1,East-North Central,East-South Central
DL,RHI,MSP,656,812,-19.0,76.0,1.0,190.0,sunny,cloudy,2018,5,12,0,0,East-North Central,West-North Central
WN,DAL,SAT,1000,1105,21.0,65.0,1.0,248.0,rain,cloudy,2018,2,14,0,0,West-South Central,West-South Central
NK,FLL,ORD,817,1033,-4.0,196.0,1.0,1182.0,rain,cloudy,2019,10,20,0,0,South-Atlantic,East-North Central
UA,SEA,DEN,1546,1925,-25.0,159.0,1.0,1024.0,cloudy,sunny,2018,12,15,2,3,Pacific,South-West
WN,SDF,HOU,1820,1940,-15.0,140.0,1.0,803.0,sunny,rain,2019,8,3,3,3,East-South Central,West-South Central
DL,SEA,SMF,1636,1829,11.0,113.0,1.0,605.0,cloudy,sunny,2018,8,24,2,3,Pacific,Pacific
UA,EWR,SJU,700,1155,-18.0,235.0,1.0,1608.0,cloudy,sunny,2018,12,30,0,0,Mid-Atlantic,Offshore Territory
NK,EWR,MCO,740,1029,-13.0,169.0,1.0,937.0,sunny,sunny,2019,11,25,0,0,Mid-Atlantic,South-Atlantic
DL,PHX,LAX,1310,1438,-12.0,88.0,1.0,370.0,sunny,sunny,2019,7,21,2,2,South-West,Pacific
AA,DFW,PHL,730,1142,-2.0,192.0,1.0,1303.0,sunny,rain,2019,4,26,0,0,West-South Central,Mid-Atlantic
UA,EWR,SBN,2120,2338,18.0,138.0,1.0,637.0,sunny,sunny,2018,3,16,1,1,Mid-Atlantic,East-North Central
NK,BWI,FLL,1032,1307,0.0,155.0,1.0,925.0,rain,rain,2019,5,12,0,2,Mid-Atlantic,South-Atlantic
WN,PHX,ATL,1835,110,34.0,215.0,1.0,1587.0,sunny,rain,2019,4,14,3,1,South-West,South-Atlantic
AA,DFW,DEN,655,754,-6.0,119.0,1.0,641.0,cloudy,sunny,2018,7,11,0,0,West-South Central,South-West
DL,ATL,BQK,1900,2004,-18.0,64.0,1.0,238.0,cloudy,cloudy,2019,4,13,3,3,South-Atlantic,South-Atlantic
AA,MCI,DCA,545,919,-5.0,154.0,1.0,949.0,snow,sunny,2018,11,8,0,0,West-North Central,Mid-Atlantic
AA,CLT,STL,2230,2340,-3.0,130.0,1.0,575.0,cloudy,rain,2019,11,19,1,1,South-Atlantic,West-North Central
AS,SEA,JFK,2200,615,77.0,315.0,1.0,2422.0,sunny,snow,2019,3,1,1,0,Pacific,Mid-Atlantic
NK,FLL,MSY,715,816,-4.0,121.0,1.0,674.0,rain,rain,2019,7,11,0,0,South-Atlantic,West-South Central
AA,DRO,PHX,605,744,-11.0,99.0,1.0,353.0,cloudy,cloudy,2019,1,29,0,0,South-West,South-West
UA,COS,DEN,1828,1918,24.0,50.0,1.0,73.0,sunny,rain,2018,11,24,3,3,South-West,South-West
F9,GRR,RSW,1425,1725,-6.0,180.0,1.0,1147.0,cloudy,rain,2018,1,23,2,3,East-North Central,South-Atlantic
DL,ROC,ATL,1757,2014,-14.0,137.0,1.0,749.0,cloudy,sunny,2019,11,21,3,3,Mid-Atlantic,South-Atlantic
DL,MSP,ATL,630,950,95.0,140.0,1.0,907.0,rain,cloudy,2018,9,25,0,0,West-North Central,South-Atlantic
DL,LFT,ATL,600,844,-3.0,104.0,1.0,503.0,sunny,rain,2018,8,8,0,0,West-South Central,South-Atlantic
AA,MSP,CLT,1012,1348,-20.0,156.0,1.0,930.0,sunny,rain,2019,3,8,0,2,West-North Central,South-Atlantic
B6,JFK,ROC,1143,1309,77.0,86.0,1.0,264.0,cloudy,rain,2019,8,22,0,2,Mid-Atlantic,Mid-Atlantic
DL,PHX,MSP,1626,2125,0.0,179.0,1.0,1276.0,sunny,rain,2018,5,24,2,1,South-West,West-North Central
UA,ORD,DCA,1100,1402,-11.0,122.0,1.0,612.0,sunny,rain,2019,7,23,0,2,East-North Central,Mid-Atlantic
B6,MCO,HPN,1050,1329,-2.0,159.0,1.0,972.0,sunny,sunny,2018,5,2,0,2,South-Atlantic,Mid-Atlantic
UA,BOS,SFO,805,1138,-23.0,393.0,1.0,2704.0,sunny,cloudy,2019,7,9,0,0,New England,Pacific
DL,SLC,BUR,2030,2136,-11.0,126.0,1.0,574.0,sunny,sunny,2019,10,10,3,1,South-West,Pacific
DL,GSO,LGA,1302,1450,9.0,108.0,1.0,461.0,sunny,sunny,2018,3,26,2,2,South-Atlantic,Mid-Atlantic
F9,ONT,SAT,1351,1844,24.0,173.0,1.0,1166.0,sunny,cloudy,2019,2,22,2,3,Pacific,West-South Central
UA,ABQ,DEN,952,1108,22.0,76.0,1.0,349.0,sunny,sunny,2018,6,13,0,0,South-West,South-West
UA,ORD,CMH,940,1200,-14.0,80.0,1.0,296.0,sunny,rain,2019,5,13,0,2,East-North Central,East-North Central
B6,EWR,SJU,2100,58,75.0,238.0,1.0,1608.0,rain,sunny,2018,7,4,1,1,Mid-Atlantic,Offshore Territory
UA,OMA,ORD,1830,2008,-17.0,98.0,1.0,416.0,sunny,sunny,2018,1,19,3,3,West-North Central,East-North Central
WN,LAX,SMF,2050,2205,46.0,75.0,1.0,373.0,sunny,sunny,2019,8,27,3,1,Pacific,Pacific
HA,HNL,LAS,2255,735,7.0,340.0,1.0,2762.0,cloudy,sunny,2018,4,1,1,0,Pacific,South-West
AS,PHX,SEA,550,850,-5.0,180.0,1.0,1107.0,sunny,rain,2019,6,7,0,0,South-West,Pacific
AA,DFW,RSW,1909,2247,23.0,158.0,1.0,1017.0,rain,sunny,2019,9,23,3,1,West-South Central,South-Atlantic
DL,PBI,ATL,1055,1243,-7.0,108.0,1.0,545.0,sunny,rain,2018,11,12,0,2,South-Atlantic,South-Atlantic
AA,CLT,TLH,1610,1745,-9.0,95.0,1.0,386.0,rain,rain,2018,11,13,2,3,South-Atlantic,South-Atlantic
UA,SFO,SBA,1623,1743,-16.0,80.0,1.0,262.0,sunny,cloudy,2019,6,19,2,3,Pacific,Pacific
UA,IAD,ORF,1720,1826,-5.0,66.0,1.0,157.0,sunny,sunny,2018,6,14,3,3,Mid-Atlantic,Mid-Atlantic
AA,MRY,PHX,1609,1910,89.0,121.0,1.0,598.0,sunny,sunny,2018,2,4,2,3,Pacific,South-West
WN,DEN,SJC,710,855,28.0,165.0,1.0,948.0,sunny,rain,2019,12,1,0,0,South-West,Pacific
UA,SAN,ORD,615,1222,-14.0,247.0,1.0,1723.0,sunny,snow,2018,2,11,0,2,Pacific,East-North Central
UA,EWR,TPA,1959,2301,51.0,182.0,1.0,997.0,sunny,rain,2019,11,15,3,1,Mid-Atlantic,South-Atlantic
UA,LEX,EWR,1650,1900,-35.0,130.0,1.0,588.0,sunny,cloudy,2018,4,12,2,3,East-South Central,Mid-Atlantic
AA,LAX,CMH,1704,36,19.0,272.0,1.0,1995.0,sunny,sunny,2019,7,12,3,1,Pacific,East-North Central
AA,DFW,ABQ,1320,1401,31.0,101.0,1.0,569.0,sunny,sunny,2018,6,28,2,2,West-South Central,South-West
DL,MDW,ATL,1559,1857,3.0,118.0,1.0,591.0,rain,cloudy,2019,4,18,2,3,East-North Central,South-Atlantic
UA,JAN,IAH,930,1100,-1.0,90.0,1.0,351.0,sunny,sunny,2018,3,21,0,0,East-South Central,West-South Central
NK,PHL,MYR,833,1017,-12.0,104.0,1.0,473.0,rain,rain,2019,8,21,0,0,Mid-Atlantic,South-Atlantic
DL,TWF,SLC,750,850,-24.0,60.0,1.0,175.0,sunny,sunny,2019,11,2,0,0,North-West,South-West
B6,JFK,SJU,916,1317,-18.0,241.0,1.0,1598.0,rain,sunny,2019,8,23,0,2,Mid-Atlantic,Offshore Territory
B6,JFK,DAB,829,1119,-2.0,170.0,1.0,891.0,sunny,sunny,2018,12,5,0,0,Mid-Atlantic,South-Atlantic
B6,PDX,LGB,1348,1608,-3.0,140.0,1.0,846.0,sunny,sunny,2018,7,6,2,2,Pacific,Pacific
DL,BNA,SLC,1640,1917,-32.0,217.0,1.0,1404.0,rain,sunny,2018,7,6,2,3,East-South Central,South-West
AS,PDX,SEA,2130,2230,-5.0,60.0,1.0,129.0,snow,cloudy,2019,2,27,1,1,Pacific,Pacific
DL,MSP,OMA,1354,1513,71.0,79.0,1.0,282.0,sunny,sunny,2019,8,9,2,2,West-North Central,West-North Central
DL,MCO,ATL,700,847,-6.0,107.0,1.0,404.0,rain,sunny,2019,3,17,0,0,South-Atlantic,South-Atlantic
WN,DEN,SJC,810,955,-30.0,165.0,1.0,948.0,sunny,sunny,2018,10,15,0,0,South-West,Pacific
AA,ORD,HPN,821,1127,13.0,126.0,1.0,738.0,cloudy,rain,2018,7,23,0,0,East-North Central,Mid-Atlantic
AA,PHL,ITH,1714,1822,-14.0,68.0,1.0,192.0,rain,snow & rain,2019,1,24,3,3,Mid-Atlantic,Mid-Atlantic
AA,FSD,PHX,1820,1914,0.0,174.0,1.0,1081.0,rain,sunny,2019,8,12,3,3,West-North Central,South-West
AA,PHX,LGB,1001,1128,-6.0,87.0,1.0,355.0,sunny,sunny,2019,8,30,0,0,South-West,Pacific
WN,ATL,PHL,2230,35,0.0,125.0,1.0,666.0,rain,rain,2018,7,17,1,1,South-Atlantic,Mid-Atlantic
DL,ATL,HPN,728,950,5.0,142.0,1.0,780.0,rain,sunny,2018,6,25,0,0,South-Atlantic,Mid-Atlantic
WN,SMF,BUR,610,720,17.0,70.0,1.0,358.0,cloudy,sunny,2018,1,10,0,0,Pacific,Pacific
WN,LGA,ATL,615,840,-2.0,145.0,1.0,762.0,sunny,rain,2018,11,1,0,0,Mid-Atlantic,South-Atlantic
WN,ATL,BWI,605,750,-9.0,105.0,1.0,577.0,sunny,sunny,2018,1,5,0,0,South-Atlantic,Mid-Atlantic
AA,MIA,LAS,2158,29,-3.0,331.0,1.0,2174.0,cloudy,sunny,2018,11,25,1,1,South-Atlantic,South-West
UA,ORD,FWA,1425,1633,-9.0,68.0,1.0,157.0,rain,rain,2018,9,7,2,2,East-North Central,East-North Central
WN,BOS,MDW,535,730,13.0,175.0,1.0,861.0,rain,sunny,2018,12,17,0,0,New England,East-North Central
AA,ORD,LGA,630,940,-14.0,130.0,1.0,733.0,rain,sunny,2019,3,13,0,0,East-North Central,Mid-Atlantic
AA,ORD,FNT,821,1021,170.0,60.0,1.0,223.0,sunny,cloudy,2018,6,5,0,0,East-North Central,East-North Central
AA,CLT,TRI,1440,1545,-18.0,65.0,1.0,119.0,sunny,sunny,2019,8,31,2,2,South-Atlantic,East-South Central
AA,ORD,BNA,716,849,-21.0,93.0,1.0,409.0,cloudy,sunny,2019,9,7,0,0,East-North Central,East-South Central
DL,PHX,MSP,1008,1419,-22.0,191.0,1.0,1276.0,sunny,sunny,2019,12,22,0,2,South-West,West-North Central
DL,BTR,ATL,1201,1445,-16.0,104.0,1.0,448.0,rain,rain,2018,7,1,2,2,West-South Central,South-Atlantic
DL,LGA,DTW,1855,2059,3.0,124.0,1.0,502.0,sunny,cloudy,2019,11,10,3,3,Mid-Atlantic,East-North Central
UA,ORD,FSD,1938,2133,-19.0,115.0,1.0,463.0,sunny,sunny,2019,9,26,3,1,East-North Central,West-North Central
DL,LGA,MSP,1925,2128,46.0,183.0,1.0,1020.0,rain,sunny,2019,6,2,3,1,Mid-Atlantic,West-North Central
UA,BWI,IAH,1815,2042,34.0,207.0,1.0,1235.0,rain,rain,2019,4,12,3,3,Mid-Atlantic,West-South Central
AA,PHL,BOS,1925,2048,-16.0,83.0,1.0,280.0,rain,rain,2018,11,13,3,3,Mid-Atlantic,New England
DL,MCI,MSP,916,1038,-3.0,82.0,1.0,393.0,sunny,cloudy,2019,2,13,0,0,West-North Central,West-North Central
UA,IAD,MSY,1705,1855,-14.0,170.0,1.0,955.0,cloudy,sunny,2019,1,9,3,3,Mid-Atlantic,West-South Central
UA,ORD,LAX,1941,2205,118.0,264.0,1.0,1744.0,sunny,sunny,2018,5,8,3,1,East-North Central,Pacific
NK,BOS,BWI,737,910,8.0,93.0,1.0,369.0,sunny,rain,2018,7,30,0,0,New England,Mid-Atlantic
AA,PHL,BTV,1550,1725,-18.0,95.0,1.0,335.0,cloudy,cloudy,2018,4,1,2,3,Mid-Atlantic,New England
DL,ATL,LFT,1623,1715,57.0,112.0,1.0,503.0,rain,rain,2018,11,9,2,3,South-Atlantic,West-South Central
DL,EWR,DTW,715,907,-13.0,112.0,1.0,488.0,rain,sunny,2019,5,5,0,0,Mid-Atlantic,East-North Central
AA,ORD,CLE,721,940,-17.0,79.0,1.0,315.0,cloudy,rain,2019,8,22,0,0,East-North Central,East-North Central
WN,DEN,STL,1555,1850,9.0,115.0,1.0,770.0,sunny,snow,2019,2,17,2,3,South-West,West-North Central
WN,STL,MSY,1905,2040,-4.0,95.0,1.0,604.0,rain,rain,2019,8,26,3,3,West-North Central,West-South Central
DL,ABY,ATL,1200,1309,-15.0,69.0,1.0,145.0,rain,rain,2019,6,20,2,2,South-Atlantic,South-Atlantic
AA,BOS,DCA,700,851,-14.0,111.0,1.0,399.0,sunny,cloudy,2018,1,10,0,0,New England,Mid-Atlantic
WN,ELP,HOU,645,935,-8.0,110.0,1.0,677.0,sunny,sunny,2019,12,7,0,0,West-South Central,West-South Central
B6,MCO,JFK,611,840,193.0,149.0,1.0,944.0,rain,sunny,2018,10,5,0,0,South-Atlantic,Mid-Atlantic
DL,LGA,MCI,1640,1912,-38.0,212.0,1.0,1107.0,sunny,sunny,2018,5,7,2,3,Mid-Atlantic,West-North Central
WN,LAS,MCI,620,1105,-13.0,165.0,1.0,1139.0,sunny,sunny,2019,3,22,0,0,South-West,West-North Central
AA,LGA,DCA,1300,1430,-26.0,90.0,1.0,214.0,cloudy,rain,2019,8,22,2,2,Mid-Atlantic,Mid-Atlantic
AA,LAX,HNL,1530,1848,-22.0,378.0,1.0,2556.0,rain,cloudy,2018,3,15,2,3,Pacific,Pacific
AS,PDX,OAK,1058,1253,5.0,115.0,1.0,543.0,rain,cloudy,2018,4,27,0,2,Pacific,Pacific
AS,GEG,SEA,1240,1348,20.0,68.0,1.0,224.0,sunny,sunny,2018,6,6,2,2,Pacific,Pacific
AA,BNA,MIA,740,1104,-7.0,144.0,1.0,806.0,rain,sunny,2019,12,1,0,0,East-South Central,South-Atlantic
DL,ATL,PHL,1505,1720,-18.0,135.0,1.0,666.0,sunny,sunny,2019,9,24,2,3,South-Atlantic,Mid-Atlantic
AA,MLB,CLT,1351,1541,-20.0,110.0,1.0,490.0,sunny,sunny,2018,11,29,2,2,South-Atlantic,South-Atlantic
UA,LGA,ORD,1400,1537,31.0,157.0,1.0,733.0,rain,rain,2019,12,9,2,2,Mid-Atlantic,East-North Central
WN,HOU,DCA,745,1150,-24.0,185.0,1.0,1218.0,rain,rain,2019,4,8,0,0,West-South Central,Mid-Atlantic
WN,MCO,ROC,845,1120,-8.0,155.0,1.0,1033.0,rain,sunny,2018,9,23,0,0,South-Atlantic,Mid-Atlantic
AA,DFW,AEX,1500,1608,-4.0,68.0,1.0,285.0,sunny,cloudy,2018,11,10,2,2,West-South Central,West-South Central
DL,IAH,MSP,618,918,-10.0,180.0,1.0,1034.0,sunny,sunny,2019,3,27,0,0,West-South Central,West-North Central
NK,SAN,LAS,930,1046,105.0,76.0,1.0,258.0,cloudy,cloudy,2018,5,21,0,0,Pacific,South-West
WN,IND,HOU,1230,1405,23.0,155.0,1.0,861.0,rain,rain,2018,4,14,2,2,East-North Central,West-South Central
DL,ROC,DTW,620,748,9.0,88.0,1.0,296.0,rain,sunny,2018,6,4,0,0,Mid-Atlantic,East-North Central
AA,STL,MIA,1129,1517,-5.0,168.0,1.0,1068.0,sunny,rain,2019,10,27,0,2,West-North Central,South-Atlantic
UA,SFO,SBP,1607,1716,-15.0,69.0,1.0,190.0,sunny,sunny,2018,7,13,2,3,Pacific,Pacific
WN,DCA,OMA,1345,1545,25.0,180.0,1.0,1012.0,snow,cloudy,2019,1,13,2,2,Mid-Atlantic,West-North Central
AA,MIA,ORF,1025,1249,-14.0,144.0,1.0,802.0,sunny,rain,2018,3,20,0,2,South-Atlantic,Mid-Atlantic
DL,JFK,SAN,833,1150,-36.0,377.0,1.0,2446.0,rain,cloudy,2018,4,24,0,0,Mid-Atlantic,Pacific
UA,LAS,IAD,2330,646,-4.0,256.0,1.0,2065.0,sunny,snow & rain,2018,11,15,1,0,South-West,Mid-Atlantic
UA,EWR,IAD,1509,1633,-10.0,84.0,1.0,212.0,cloudy,sunny,2018,4,18,2,2,Mid-Atlantic,Mid-Atlantic
AA,CLE,ORD,1200,1234,-2.0,94.0,1.0,316.0,rain,rain,2018,6,20,2,2,East-North Central,East-North Central
WN,SJC,SAN,1920,2040,6.0,80.0,1.0,417.0,sunny,sunny,2019,4,18,3,3,Pacific,Pacific
AA,CLT,OAJ,2230,2328,-21.0,58.0,1.0,191.0,sunny,cloudy,2019,2,26,1,1,South-Atlantic,South-Atlantic
DL,LGA,IAH,1513,1815,-2.0,242.0,1.0,1416.0,sunny,rain,2019,5,19,2,3,Mid-Atlantic,West-South Central
AA,ATL,DCA,1714,1900,-6.0,106.0,1.0,547.0,sunny,cloudy,2019,1,7,3,3,South-Atlantic,Mid-Atlantic
