,departures_scheduled,departures_performed,payload,seats,passengers,freight,mail,distance,ramp_to_ramp,air_time,unique_carrier,airline_id,unique_carrier_name,region,carrier,carrier_name,carrier_group,carrier_group_new,origin_airport_id,origin_city_market_id,origin,origin_city_name,origin_country,origin_country_name,dest_airport_id,dest_city_market_id,dest,dest_city_name,dest_country,dest_country_name,aircraft_group,aircraft_type,aircraft_config,year,month,distance_group,class,data_source
88,0.0,1.0,88445.0,269.0,240.0,26672.0,267.0,7020.0,838.0,804.0,UA,19977,United Air Lines Inc.,P,UA,United Air Lines Inc.,3,3,14066,34066,PEK,"Beijing, China",CN,China,14524,34524,RIC,"Richmond, VA",US,United States,6,627,1,2015,2,15,F,IU
89,62.0,62.0,1624400.0,6200.0,4858.0,0.0,0.0,680.0,7393.0,6111.0,B6,20409,JetBlue Airways,D,B6,JetBlue Airways,3,3,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,14492,34492,RDU,"Raleigh/Durham, NC",US,United States,6,678,1,2017,12,2,F,DU
90,151.0,148.0,4425200.0,16279.0,14805.0,3361.0,0.0,588.0,16001.0,12658.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,14869,34614,SLC,"Salt Lake City, UT",US,United States,14908,32575,SNA,"Santa Ana, CA",US,United States,6,608,1,2018,8,2,F,DU
91,86.0,86.0,4059819.0,15202.0,14306.0,8688.0,4038.0,937.0,13028.0,11035.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,13204,31454,MCO,"Orlando, FL",US,United States,11618,31703,EWR,"Newark, NJ",US,United States,6,634,1,2016,5,2,F,DU
92,0.0,11.0,2878784.0,0.0,0.0,2214292.0,0.0,3433.0,4350.0,3929.0,PO,20100,Polar Air Cargo Airways,P,PO,Polar Air Cargo Airways,3,3,13744,32169,NRT,"Tokyo, Japan",JP,Japan,10299,30299,ANC,"Anchorage, AK",US,United States,8,819,1,2019,2,7,P,IU
93,0.0,25.0,2381720.0,6606.0,5571.0,352013.0,0.0,4157.0,0.0,0.0,TP,19576,Tap-Portuguese Airlines,I,TP,Tap-Portuguese Airlines,0,0,12991,32991,LIS,"Lisbon, Portugal",PT,Portugal,13303,32467,MIA,"Miami, FL",US,United States,6,696,1,2017,4,9,F,IF
94,7.0,6.0,114552.0,420.0,400.0,0.0,0.0,416.0,509.0,379.0,S5,20448,Shuttle America Corp.,D,S5,Shuttle America Corp.,2,2,13930,30977,ORD,"Chicago, IL",US,United States,13871,33316,OMA,"Omaha, NE",US,United States,6,677,1,2016,8,1,F,DU
95,12.0,12.0,486538.0,1992.0,1718.0,2583.0,1712.0,140.0,672.0,364.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,12266,31453,IAH,"Houston, TX",US,United States,10423,30423,AUS,"Austin, TX",US,United States,6,614,1,2019,1,1,F,DU
96,117.0,117.0,6048900.0,21879.0,19405.0,5682.0,12757.0,2176.0,37310.0,33627.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,14100,34100,PHL,"Philadelphia, PA",US,United States,12889,32211,LAS,"Las Vegas, NV",US,United States,6,699,1,2017,10,5,F,DU
97,63.0,63.0,466200.0,2331.0,1756.0,0.0,0.0,201.0,3713.0,2228.0,EV,20366,ExpressJet Airlines LLC,D,EV,ExpressJet Airlines Inc.,3,3,12266,31453,IAH,"Houston, TX",US,United States,12951,32951,LFT,"Lafayette, LA",US,United States,6,674,1,2017,1,1,F,DU
98,0.0,3.0,10200.0,27.0,11.0,286.0,365.0,37.0,73.0,62.0,H6,20336,Hageland Aviation Service,D,H6,Hageland Aviation Service,1,5,15282,35282,TNK,"Tununak, AK",US,United States,13579,33579,MYU,"Mekoryuk, AK",US,United States,4,416,1,2015,8,1,F,DU
99,0.0,23.0,3726000.0,0.0,0.0,478344.0,0.0,717.0,2494.0,2040.0,8C,19874,Air Transport International,D,8C,Air Transport International,2,2,14512,34512,RFD,"Rockford, IL",US,United States,10135,30135,ABE,"Allentown/Bethlehem/Easton, PA",US,United States,6,626,2,2017,11,2,P,DU
100,81.0,81.0,1013000.0,4050.0,3462.0,0.0,0.0,241.0,5579.0,3802.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,10397,30397,ATL,"Atlanta, GA",US,United States,12007,30894,GTR,"Columbus, MS",US,United States,6,629,1,2017,11,1,F,DU
101,60.0,58.0,1519600.0,5800.0,4288.0,0.0,0.0,209.0,3996.0,2628.0,B6,20409,JetBlue Airways,D,B6,JetBlue Airways,3,3,12478,31703,JFK,"New York, NY",US,United States,15096,35096,SYR,"Syracuse, NY",US,United States,6,678,1,2019,4,1,F,DU
102,25.0,26.0,559052.0,1976.0,1209.0,0.0,0.0,448.0,2473.0,1915.0,9E,20363,Endeavor Air Inc.,D,9E,Endeavor Air Inc.,2,2,10397,30397,ATL,"Atlanta, GA",US,United States,10781,30781,BTR,"Baton Rouge, LA",US,United States,6,638,1,2019,2,1,F,DU
103,0.0,1.0,2200.0,8.0,1.0,0.0,1453.0,72.0,28.0,22.0,H6,20336,Hageland Aviation Service,D,H6,Hageland Aviation Service,1,5,12844,32844,KVL,"Kivalina, AK",US,United States,14102,34102,PHO,"Point Hope, AK",US,United States,1,194,1,2016,9,1,F,DU
104,49.0,49.0,1122100.0,3430.0,2973.0,0.0,0.0,348.0,5090.0,3241.0,YX,20452,Republic Airline,L,YX,Republic Airline,2,2,11618,31703,EWR,"Newark, NJ",US,United States,16271,36106,YYZ,"Toronto, Canada",CA,Canada,6,677,1,2018,10,1,F,IU
105,0.0,1.0,1486.0,6.0,0.0,0.0,0.0,59.0,40.0,35.0,KAH,20272,Kenmore Air Harbor,D,KAH,Kenmore Air Harbor,1,6,13055,33055,LPS,"Lopez Island, WA",US,United States,12652,30559,KEH,"Kenmore, WA",US,United States,0,40,4,2019,7,1,L,DU
106,3.0,3.0,237145.0,0.0,0.0,63309.0,0.0,1247.0,534.0,470.0,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,11540,30615,ELP,"El Paso, TX",US,United States,14730,33044,SDF,"Louisville, KY",US,United States,6,622,2,2018,1,3,G,DU
107,0.0,31.0,3490749.0,7764.0,3646.0,938113.0,0.0,6305.0,0.0,0.0,NH,19791,All Nippon Airways Co.,I,NH,All Nippon Airways Co.,0,0,13930,30977,ORD,"Chicago, IL",US,United States,12169,32169,HND,"Tokyo, Japan",JP,Japan,6,637,1,2017,1,13,F,IF
108,0.0,6.0,162000.0,0.0,0.0,40676.0,98908.0,329.0,562.0,538.0,5V,20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,1,10299,30299,ANC,"Anchorage, AK",US,United States,11336,31336,DLG,"Dillingham, AK",US,United States,2,218,2,2018,2,1,G,DU
109,31.0,30.0,2352900.0,6272.0,5664.0,174637.0,0.0,4154.0,14918.0,13607.0,DL,19790,Delta Air Lines Inc.,A,DL,Delta Air Lines Inc.,3,3,12478,31703,JFK,"New York, NY",US,United States,15566,35338,VCE,"Venice, Italy",IT,Italy,6,626,1,2019,7,9,F,IU
110,78.0,78.0,3385200.0,13650.0,12618.0,78263.0,0.0,2329.0,21989.0,20279.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,12892,32575,LAX,"Los Angeles, CA",US,United States,10821,30852,BWI,"Baltimore, MD",US,United States,6,614,1,2019,12,5,F,DU
111,58.0,58.0,2102400.0,7424.0,6472.0,3136.0,32796.0,1670.0,12894.0,11655.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,14107,30466,PHX,"Phoenix, AZ",US,United States,11066,31066,CMH,"Columbus, OH",US,United States,6,698,1,2016,6,4,F,DU
112,1.0,1.0,36443.0,150.0,100.0,0.0,0.0,370.0,84.0,57.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,12892,32575,LAX,"Los Angeles, CA",US,United States,14107,30466,PHX,"Phoenix, AZ",US,United States,6,694,1,2017,11,1,F,DU
113,17.0,16.0,625487.0,2656.0,1608.0,274.0,0.0,651.0,1840.0,1501.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,14107,30466,PHX,"Phoenix, AZ",US,United States,14771,32457,SFO,"San Francisco, CA",US,United States,6,614,1,2018,8,2,F,DU
114,0.0,1.0,5000.0,19.0,0.0,0.0,0.0,521.0,135.0,131.0,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,11630,31517,FAI,"Fairbanks, AK",US,United States,13873,33873,OME,"Nome, AK",US,United States,4,405,1,2015,2,2,L,DU
115,14.0,14.0,248160.0,980.0,947.0,0.0,0.0,235.0,1019.0,617.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,11433,31295,DTW,"Detroit, MI",US,United States,13930,30977,ORD,"Chicago, IL",US,United States,6,631,1,2015,8,1,F,DU
116,4.0,4.0,419500.0,0.0,0.0,163476.0,0.0,200.0,266.0,186.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,10721,30721,BOS,"Boston, MA",US,United States,11618,31703,EWR,"Newark, NJ",US,United States,6,691,2,2017,1,1,G,DU
117,51.0,47.0,897324.0,3290.0,2045.0,0.0,0.0,871.0,6515.0,5291.0,YX,20452,Republic Airline,D,YX,Republic Airline,2,2,12266,31453,IAH,"Houston, TX",US,United States,11193,33105,CVG,"Cincinnati, OH",US,United States,6,677,1,2018,1,2,F,DU
118,4.0,4.0,141600.0,708.0,523.0,0.0,0.0,1173.0,648.0,594.0,G4,20368,Allegiant Air,D,G4,Allegiant Air,3,3,14112,33195,PIE,"St. Petersburg, FL",US,United States,10408,30408,ATW,"Appleton, WI",US,United States,6,694,1,2019,9,3,F,DU
119,17.0,17.0,1074286.0,0.0,0.0,649492.0,0.0,507.0,1474.0,1098.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,12339,32337,IND,"Indianapolis, IN",US,United States,13230,32070,MDT,"Harrisburg, PA",US,United States,6,622,2,2019,12,2,G,DU
120,43.0,43.0,150500.0,0.0,0.0,78814.0,0.0,186.0,3303.0,3021.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,11898,31898,GFK,"Grand Forks, ND",US,United States,10627,30627,BIS,"Bismarck/Mandan, ND",US,United States,4,416,2,2015,2,1,G,DU
121,0.0,2.0,66948.0,116.0,91.0,0.0,0.0,255.0,0.0,0.0,AC,19531,Air Canada,I,AC,Air Canada,0,0,10693,30693,BNA,"Nashville, TN",US,United States,11123,31123,CPS,"St. Louis, MO",US,United States,6,698,1,2016,3,1,L,DF
122,0.0,2.0,94000.0,0.0,0.0,0.0,0.0,1153.0,492.0,462.0,L2,20169,Lynden Air Cargo Airlines,I,L2,Lynden Air Cargo Airlines,1,1,16273,36273,YZF,"Yellowknife, Canada",CA,Canada,10299,30299,ANC,"Anchorage, AK",US,United States,5,556,2,2018,4,3,P,IU
123,31.0,31.0,229400.0,1147.0,1007.0,0.0,0.0,253.0,1906.0,1297.0,EV,20366,ExpressJet Airlines LLC,D,EV,ExpressJet Airlines Inc.,3,3,12266,31453,IAH,"Houston, TX",US,United States,10781,30781,BTR,"Baton Rouge, LA",US,United States,6,674,1,2016,9,1,F,DU
124,50.0,50.0,5307344.0,0.0,0.0,3397373.0,0.0,652.0,4934.0,3882.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,13244,33244,MEM,"Memphis, TN",US,United States,14122,30198,PIT,"Pittsburgh, PA",US,United States,6,691,2,2016,12,2,G,DU
125,5.0,5.0,55590.0,250.0,222.0,0.0,0.0,316.0,408.0,243.0,AX,20237,Trans States Airlines,D,AX,Trans States Airlines,1,5,13930,30977,ORD,"Chicago, IL",US,United States,11042,30647,CLE,"Cleveland, OH",US,United States,6,675,1,2015,12,1,F,DU
126,41.0,41.0,737440.0,3116.0,2931.0,0.0,0.0,532.0,4249.0,3201.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,14869,34614,SLC,"Salt Lake City, UT",US,United States,14893,33192,SMF,"Sacramento, CA",US,United States,6,638,1,2018,7,2,F,DU
127,1.0,1.0,108025.0,0.0,0.0,42297.0,1718.0,289.0,75.0,59.0,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,13296,30721,MHT,"Manchester, NH",US,United States,14100,34100,PHL,"Philadelphia, PA",US,United States,6,691,2,2016,9,1,G,DU
128,0.0,1.0,38170.0,159.0,149.0,372.0,0.0,534.0,130.0,111.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,10397,30397,ATL,"Atlanta, GA",US,United States,12264,30852,IAD,"Washington, DC",US,United States,6,656,1,2015,12,2,F,DU
129,1.0,1.0,13500.0,50.0,45.0,0.0,0.0,245.0,151.0,117.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,10990,30990,CHO,"Charlottesville, VA",US,United States,11057,31057,CLT,"Charlotte, NC",US,United States,6,629,1,2015,8,1,F,DU
130,55.0,55.0,192500.0,0.0,0.0,74741.0,0.0,85.0,2613.0,2084.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,14704,34704,SBY,"Salisbury, MD",US,United States,10821,30852,BWI,"Baltimore, MD",US,United States,4,416,2,2015,3,1,G,DU
131,4.0,4.0,106502.0,472.0,453.0,81.0,4561.0,1250.0,713.0,626.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,14869,34614,SLC,"Salt Lake City, UT",US,United States,13930,30977,ORD,"Chicago, IL",US,United States,6,612,1,2015,3,3,F,DU
132,26.0,26.0,1128400.0,4550.0,4244.0,5812.0,0.0,1737.0,6661.0,6198.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,11042,30647,CLE,"Cleveland, OH",US,United States,14107,30466,PHX,"Phoenix, AZ",US,United States,6,614,1,2016,10,4,F,DU
133,31.0,31.0,1263570.0,4960.0,3811.0,3071.0,0.0,227.0,1779.0,1188.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,10397,30397,ATL,"Atlanta, GA",US,United States,15323,35323,TRI,"Bristol/Johnson City/Kingsport, TN",US,United States,6,614,1,2019,5,1,F,DU
134,15.0,15.0,1401178.0,0.0,0.0,521499.0,0.0,110.0,468.0,334.0,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,14512,34512,RFD,"Rockford, IL",US,United States,14108,34108,PIA,"Peoria, IL",US,United States,6,691,2,2016,7,1,G,DU
135,64.0,63.0,773500.0,3150.0,2291.0,0.0,0.0,119.0,3381.0,1622.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,13487,31650,MSP,"Minneapolis, MN",US,United States,13076,33076,LSE,"La Crosse, WI",US,United States,6,629,1,2019,12,1,F,DU
136,0.0,1.0,39900.0,160.0,157.0,0.0,0.0,414.0,74.0,59.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,12945,32945,LEX,"Lexington, KY",US,United States,11278,30852,DCA,"Washington, DC",US,United States,6,614,1,2017,4,1,L,DU
137,0.0,27.0,1349984.0,4050.0,2515.0,0.0,0.0,1627.0,0.0,0.0,BW,19542,Caribbean Airlines Limited,I,BW,Caribbean Airlines Limited,0,0,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,14210,34210,POS,"Port of Spain, Trinidad and Tobago",TT,Trinidad and Tobago,6,614,1,2019,7,4,F,IF
138,0.0,1.0,2300.0,9.0,5.0,0.0,0.0,225.0,85.0,83.0,8V,20333,Wright Air Service,D,8V,Wright Air Service,1,5,14474,34474,RBY,"Ruby, AK",US,United States,11630,31517,FAI,"Fairbanks, AK",US,United States,4,416,1,2018,4,1,L,DU
139,0.0,1.0,50700.0,189.0,170.0,233.0,0.0,554.0,166.0,150.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,11433,31295,DTW,"Detroit, MI",US,United States,12217,30255,HSV,"Huntsville, AL",US,United States,6,699,1,2019,4,2,F,DU
140,30.0,28.0,342720.0,1388.0,1262.0,0.0,0.0,500.0,2930.0,2190.0,ZW,20046,Air Wisconsin Airlines Corp,D,ZW,Air Wisconsin Airlines Corp,2,2,11278,30852,DCA,"Washington, DC",US,United States,12339,32337,IND,"Indianapolis, IN",US,United States,6,629,1,2015,8,2,F,DU
141,0.0,1.0,5500.0,0.0,0.0,2353.0,19.0,43.0,24.0,20.0,KO,20341,Alaska Central Express,D,KO,Alaska Central Express,1,5,10245,30245,AKN,"King Salmon, AK",US,United States,11511,31511,EGX,"Egegik, AK",US,United States,4,405,2,2017,9,1,G,DU
142,16.0,15.0,228000.0,1140.0,957.0,0.0,0.0,826.0,2197.0,1864.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,13485,33485,MSN,"Madison, WI",US,United States,11292,30325,DEN,"Denver, CO",US,United States,6,673,1,2019,6,2,F,DU
143,0.0,1.0,35000.0,155.0,141.0,0.0,0.0,1233.0,192.0,173.0,WL,20310,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",D,K8,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,1,11308,31308,DHN,"Dothan, AL",US,United States,11540,30615,ELP,"El Paso, TX",US,United States,6,655,1,2015,10,3,L,DU
144,0.0,1.0,264000.0,0.0,0.0,88970.0,0.0,5831.0,0.0,0.0,7L,21694,Silk Way West Airlines,I,7L,Silk Way West Airlines,0,0,12478,31703,JFK,"New York, NY",US,United States,10482,30482,GYD,"Baku, Azerbaijan",AZ,Azerbaijan,8,820,2,2018,8,12,G,IF
145,0.0,2.0,3032.0,12.0,5.0,0.0,0.0,204.0,195.0,185.0,KAH,20272,Kenmore Air Harbor,D,KAH,Kenmore Air Harbor,1,6,16609,36593,BC9,"Mink Island, Canada",CA,Canada,13002,30559,LKE,"Seattle, WA",US,United States,0,91,4,2018,8,1,L,IU
146,26.0,26.0,1128400.0,4550.0,3868.0,909.0,0.0,1164.0,4172.0,3552.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14679,33570,SAN,"San Diego, CA",US,United States,10423,30423,AUS,"Austin, TX",US,United States,6,614,1,2018,4,3,F,DU
147,0.0,5.0,9000.0,45.0,35.0,46.0,0.0,162.0,265.0,260.0,GV,20455,Grant Aviation,D,GV,Grant Aviation,1,5,10416,30416,AUK,"Alakanuk, AK",US,United States,10551,30113,BET,"Bethel, AK",US,United States,1,194,1,2015,1,1,F,DU
148,0.0,1.0,34860.0,124.0,95.0,0.0,0.0,1180.0,159.0,133.0,AS,19930,Alaska Airlines Inc.,D,AS,Alaska Airlines Inc.,3,3,14747,30559,SEA,"Seattle, WA",US,United States,10140,30140,ABQ,"Albuquerque, NM",US,United States,6,612,1,2016,12,3,F,DU
149,43.0,41.0,1476261.0,6150.0,4886.0,1073.0,0.0,692.0,4241.0,3421.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,11292,30325,DEN,"Denver, CO",US,United States,11003,31003,CID,"Cedar Rapids/Iowa City, IA",US,United States,6,694,1,2019,3,2,F,DU
150,28.0,26.0,1010854.0,4099.0,3278.0,1425.0,0.0,368.0,2233.0,1464.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,14869,34614,SLC,"Salt Lake City, UT",US,United States,12889,32211,LAS,"Las Vegas, NV",US,United States,6,694,1,2018,1,1,F,DU
151,2.0,2.0,36480.0,140.0,80.0,0.0,0.0,213.0,124.0,82.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,13930,30977,ORD,"Chicago, IL",US,United States,11203,30424,CWA,"Mosinee, WI",US,United States,6,631,1,2016,3,1,F,DU
152,69.0,69.0,1287680.0,4830.0,2918.0,0.0,0.0,598.0,7056.0,5588.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,13476,34922,MRY,"Monterey, CA",US,United States,14107,30466,PHX,"Phoenix, AZ",US,United States,6,631,1,2017,1,2,F,DU
153,39.0,39.0,1407400.0,4992.0,4365.0,240.0,0.0,919.0,5631.0,4798.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,13303,32467,MIA,"Miami, FL",US,United States,11278,30852,DCA,"Washington, DC",US,United States,6,698,1,2019,11,2,F,DU
154,0.0,1.0,1750.0,9.0,3.0,5.0,0.0,81.0,31.0,27.0,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,15478,35478,UNK,"Unalakleet, AK",US,United States,11941,31941,GLV,"Golovin, AK",US,United States,1,194,1,2015,5,1,F,DU
155,1.0,1.0,40170.0,160.0,155.0,0.0,0.0,680.0,100.0,86.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,11292,30325,DEN,"Denver, CO",US,United States,13487,31650,MSP,"Minneapolis, MN",US,United States,6,614,1,2016,5,2,F,DU
156,0.0,5.0,484000.0,0.0,0.0,316974.0,0.0,1553.0,0.0,0.0,6R,21061,Aerounion Aerotransporte de Carga Union SA de CV,I,6R,Aerounion Aerotransporte de Carga Union SA de CV,0,0,13252,33252,MEX,"Mexico City, Mexico",MX,Mexico,12892,32575,LAX,"Los Angeles, CA",US,United States,6,690,2,2015,1,4,G,IF
157,0.0,14.0,47600.0,126.0,45.0,226.0,4743.0,42.0,296.0,229.0,H6,20336,Hageland Aviation Service,D,H6,Hageland Aviation Service,1,5,13894,33894,OOK,"Toksook, AK",US,United States,13579,33579,MYU,"Mekoryuk, AK",US,United States,4,416,1,2016,8,1,F,DU
158,0.0,1.0,5600.0,0.0,0.0,855.0,268.0,16.0,15.0,8.0,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Arctic Transportation,1,5,10551,30113,BET,"Bethel, AK",US,United States,10405,30405,ATT,"Atmautluak, AK",US,United States,4,412,2,2015,10,1,G,DU
159,1.0,1.0,19092.0,70.0,65.0,0.0,0.0,787.0,145.0,129.0,S5,20448,Shuttle America Corp.,D,S5,Shuttle America Corp.,2,2,15304,33195,TPA,"Tampa, FL",US,United States,12266,31453,IAH,"Houston, TX",US,United States,6,677,1,2015,4,2,F,DU
160,9.0,9.0,306000.0,1494.0,1304.0,0.0,0.0,1058.0,1564.0,1345.0,G4,20368,Allegiant Air,D,G4,Allegiant Air,3,3,14761,34761,SFB,"Sanford, FL",US,United States,13198,33198,MCI,"Kansas City, MO",US,United States,6,655,1,2017,5,3,F,DU
161,0.0,2.0,4844.0,18.0,2.0,1011.0,0.0,43.0,36.0,28.0,5V,20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,1,15581,35581,VEE,"Venetie, AK",US,United States,11833,31833,FYU,"Fort Yukon, AK",US,United States,4,416,3,2019,10,1,F,DU
162,52.0,51.0,943185.0,3564.0,2976.0,0.0,0.0,373.0,4274.0,3173.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,12892,32575,LAX,"Los Angeles, CA",US,United States,14893,33192,SMF,"Sacramento, CA",US,United States,6,631,1,2016,4,1,F,DU
163,0.0,1.0,34723.0,150.0,40.0,0.0,0.0,432.0,78.0,60.0,09Q,21161,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,09Q,"Swift Air, LLC",1,1,13851,33851,OKC,"Oklahoma City, OK",US,United States,13244,33244,MEM,"Memphis, TN",US,United States,6,617,1,2016,12,1,L,DU
164,116.0,115.0,3979000.0,16445.0,9771.0,4995.0,0.0,323.0,7390.0,5805.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10279,30279,AMA,"Amarillo, TX",US,United States,11259,30194,DAL,"Dallas, TX",US,United States,6,612,1,2018,1,1,F,DU
165,0.0,1.0,43384.0,162.0,158.0,0.0,0.0,1453.0,230.0,206.0,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,14512,34512,RFD,"Rockford, IL",US,United States,10590,30590,IFP,"Bullhead City, AZ",US,United States,6,614,1,2017,3,3,L,DU
166,0.0,1.0,49090.0,180.0,42.0,0.0,0.0,1544.0,221.0,194.0,DL,19790,Delta Air Lines Inc.,L,DL,Delta Air Lines Inc.,3,3,13180,33180,MBJ,"Montego Bay, Jamaica",JM,Jamaica,12478,31703,JFK,"New York, NY",US,United States,6,888,1,2015,12,4,F,IU
167,0.0,2.0,6000.0,14.0,1.0,133.0,91.0,18.0,24.0,12.0,J5,20337,Kalinin Aviation LLC d/b/a Alaska Seaplanes,D,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,1,5,11545,31545,ELV,"Elfin Cove, AK",US,United States,14062,34062,PEC,"Pelican, AK",US,United States,4,416,4,2016,10,1,F,DU
168,2.0,2.0,326217.0,0.0,0.0,159129.0,0.0,489.0,190.0,156.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,14492,34492,RDU,"Raleigh/Durham, NC",US,United States,12339,32337,IND,"Indianapolis, IN",US,United States,7,732,2,2015,3,1,G,DU
169,0.0,28.0,61600.0,252.0,116.0,1315.0,0.0,134.0,1224.0,1056.0,J5,20337,Kalinin Aviation LLC d/b/a Alaska Seaplanes,D,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,1,5,14828,34828,SIT,"Sitka, AK",US,United States,12728,30007,KLW,"Klawock, AK",US,United States,4,479,1,2019,8,1,F,DU
170,12.0,12.0,1500000.0,2124.0,2061.0,0.0,0.0,840.0,1518.0,1326.0,G4,20368,Allegiant Air,D,G4,Allegiant Air,3,3,12339,32337,IND,"Indianapolis, IN",US,United States,14112,33195,PIE,"St. Petersburg, FL",US,United States,6,694,1,2017,3,2,F,DU
171,26.0,27.0,928082.0,3401.0,2634.0,74.0,0.0,228.0,1543.0,965.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,13487,31650,MSP,"Minneapolis, MN",US,United States,13485,33485,MSN,"Madison, WI",US,United States,6,698,1,2015,7,1,F,DU
172,19.0,18.0,220280.0,900.0,652.0,0.0,0.0,562.0,1947.0,1448.0,OH,20397,PSA Airlines Inc.,D,OH,PSA Airlines Inc.,2,2,12448,32448,JAN,"Jackson/Vicksburg, MS",US,United States,11057,31057,CLT,"Charlotte, NC",US,United States,6,629,1,2018,1,2,F,DU
173,47.0,48.0,2083200.0,8400.0,5887.0,20869.0,0.0,763.0,6262.0,5501.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,12889,32211,LAS,"Las Vegas, NV",US,United States,14057,34057,PDX,"Portland, OR",US,United States,6,614,1,2017,2,2,F,DU
174,27.0,27.0,934200.0,3861.0,3288.0,6361.0,0.0,1342.0,4893.0,4418.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10423,30423,AUS,"Austin, TX",US,United States,10821,30852,BWI,"Baltimore, MD",US,United States,6,612,1,2019,4,3,F,DU
175,27.0,27.0,310122.0,1350.0,1014.0,0.0,0.0,554.0,2687.0,2150.0,S5,20448,Shuttle America Corp.,D,S5,Shuttle America Corp.,2,2,11433,31295,DTW,"Detroit, MI",US,United States,12217,30255,HSV,"Huntsville, AL",US,United States,6,675,1,2015,8,2,F,DU
